Year,Month,State,Location,Food,Ingredient,Species,Serotype/Genotype,Status,Illnesses,Hospitalizations,Fatalities
1998,October,Oregon,School/College/University,,,Salmonella enterica,Stanley,Confirmed,6,,
1998,October,Oregon,School/College/University,,,Shigella sonnei,,Confirmed,57,0,0
1998,October,Texas,,Strawberries,,Hepatitis A,,Confirmed,29,,
1998,October,Virginia,School/College/University,Marinara Sauce,,Clostridium perfringens,,Confirmed,78,,0
1998,October,Washington,Restaurant,,,Salmonella enterica,Group B,Confirmed,15,,
1998,October,Washington,Restaurant,"Ice Cream, Soft Serve",,,,,6,,
1998,October,Washington,,"Mussels, Unspecified",,Paralytic shellfish poison,,Confirmed,6,,
1998,October,Washington,Restaurant,,,,,,7,,
1998,October,Washington,,,,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,11,1,0
1998,October,Washington DC,Restaurant,,,,,,7,0,0
1998,October,West Virginia,School/College/University,,,Norovirus genogroup II,Unknown,Confirmed,100,0,0
1998,October,Wisconsin,Restaurant,,,,,,27,0,0
1998,October,Wisconsin,Restaurant,"Fish, Escolar",,Scombroid toxin,,Confirmed,18,11,0
1998,November,California,Prison/Jail,,,Salmonella enterica,Enteritidis,Confirmed,10,,
1998,November,California,Private Home/Residence,"Cake, Chocolate",,Salmonella enterica; Salmonella enterica; Salmonella enterica,Infantis; Heidelberg; Adelaide,Confirmed; Suspected; Suspected,16,0,0
1998,November,California,Catering Service,Crab Salad; Unspecified Grains,,,,,40,0,0
1998,November,California,Catering Service,,,,,,31,0,0
1998,November,California,Restaurant,,,,,,7,0,0
1998,November,California,Restaurant,Potato Salad,,Salmonella enterica,Thompson,Confirmed,17,0,0
1998,November,California,Restaurant; Private Home/Residence,,,,,,11,0,0
1998,November,Colorado,Restaurant,"Refried Beans, Unspecified",,Bacillus cereus,,Suspected,5,,0
1998,November,Connecticut,Restaurant,,,,,,16,0,0
1998,November,Florida,Restaurant,"Oysters, Unspecified",,,,,5,,
1998,November,Florida,Camp,Stuffing/Gravy,,,,,12,,
1998,November,Florida,,"Fruit Punch, Unspecified",,,,,5,0,0
1998,November,Florida,Restaurant,"Clams, Unspecified",Clams,Vibrio other,,Confirmed,2,,
1998,November,Florida,Restaurant,Pork Fried Rice,,Bacillus cereus,,Suspected,2,1,0
1998,November,Florida,,"Fried Rice, Unspecified",,,,,2,0,0
1998,November,Florida,Private Home/Residence,Cheese Sauce; Cheese Dip; Taco Dip,,,,,7,0,0
1998,November,Florida,,Ice,,Norovirus genogroup II,Unknown,Confirmed,31,0,0
1998,November,Florida,School/College/University,"Chicken, Nuggets/Fingers",,,,,5,0,0
1998,November,Florida,Restaurant,"Ethnic Style, Unspecified",,,,,4,0,0
1998,November,Florida,Restaurant,"Crab, Unspecified",,,,,3,0,0
1998,November,Florida,School/College/University,,,,,,57,0,0
1998,November,Florida,Restaurant,"Manicotti, Unspecified",,,,,3,0,0
1998,November,Florida,Restaurant,"Chicken, Buffalo Wings",,,,,2,0,0
1998,November,Florida,Restaurant,"Deli Meat, Multiple",,Virus,,Suspected,22,0,
1998,November,Florida,Restaurant,"Rice, Unspecified; Seafood, Unspecified; Oysters, Unspecified",,,,,2,0,0
1998,November,Florida,Restaurant,"Condiment, Unspecified; Sandwich, Tuna Fish",,,,,2,0,0
1998,November,Florida,,"Pork, Unspecified; Rice, Unspecified; Beans, Unspecified",,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,21,5,0
1998,November,Florida,Restaurant,Caesar Salad; Antipasto,,,,,14,0,0
1998,November,Hawaii,Private Home/Residence,"Fish, Wahanui",,Ciguatoxin,,Confirmed,3,0,0
1998,November,Hawaii,Private Home/Residence,"Fish, Baracuda",,Ciguatoxin,,Confirmed,4,0,0
1998,November,Hawaii,Restaurant,"Eggs, Unspecified; Smoked Meat, Unspecified",,,,,3,1,0
1998,November,Illinois,Restaurant,,,,,,33,0,0
1998,November,Illinois,Restaurant,,,,,,4,0,0
1998,November,Illinois,Catering Service,,,,,,20,,
1998,November,Illinois,Restaurant,,,,,,24,0,0
1998,November,Kansas,Catering Service,,,,,,45,0,0
1998,November,Maine,Restaurant,,,,,,7,0,0
1998,November,Maryland,Restaurant,,,,,,3,,
1998,November,Maryland,Restaurant,,,,,,7,,
1998,November,Maryland,Child Daycare,,,,,,3,,
1998,November,Maryland,Catering Service,,,,,,43,,
1998,November,Maryland,Restaurant,,,,,,2,,
1998,November,Maryland,Restaurant,,,,,,3,,
1998,November,Maryland,Restaurant,,,,,,3,,
1998,November,Maryland,Restaurant,"Chicken, Baked",Chicken,,,,2,,
1998,November,Maryland,Restaurant,"Fish, Trout",,,,,5,0,0
1998,November,Maryland,Restaurant,,,,,,4,0,0
1998,November,Massachusetts,Restaurant,Pork Fried Rice,,Salmonella enterica,Enteritidis,Confirmed,6,0,0
1998,November,Massachusetts,Catering Service,,,,,,36,,
1998,November,Michigan,Restaurant,"Sandwich, Tuna Fish",,,,,2,,
1998,November,Michigan,Restaurant,"Ground Beef, Cheeseburger; Pork, Bacon",,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,4,,
1998,November,Michigan,,"Salad, Unspecified",,,,,3,,
1998,November,Michigan,,"Pizza, Unspecified",,,,,180,,
1998,November,Michigan,Restaurant,"Turkey, Unspecified",,,,,8,,
1998,November,Michigan,Restaurant,"Salad, Unspecified",,Norovirus genogroup I,,Confirmed,34,,
1998,November,Michigan,Restaurant,"Shrimp, Unspecified; Fish, Baked Flounder",,,,,3,0,0
1998,November,Michigan,Restaurant,"Bread, Unspecified",,,,,6,0,0
1998,November,Michigan,Restaurant,"Ribs, Pork",,,,,3,0,0
1998,November,Michigan,Restaurant,"Pizza, Unspecified",,,,,10,10,0
1998,November,Michigan,,"Ribs, Pork",,,,,8,,
1998,November,Minnesota,,,,,,,27,,
1998,November,Minnesota,Restaurant,,,Campylobacter jejuni,,Confirmed,2,0,0
1998,November,Mississippi,Restaurant,,,,,,6,,
1998,November,Missouri,Restaurant,,,,,,40,,
1998,November,Multistate,Private Home/Residence,"Stuffing, Unspecified",,Salmonella enterica,Enteritidis,Confirmed,10,0,0
1998,November,New Hampshire,School/College/University,,,Norovirus genogroup II,Unknown,Confirmed,112,,
1998,November,New Jersey,,Noodle Casserole,,Salmonella enterica,Enteritidis,Confirmed,24,10,0
1998,November,New Jersey,Catering Service,,,,,,43,0,0
1998,November,New York,Restaurant,Multiple Foods,,,,,4,,
1998,November,New York,,,,,,,15,,
1998,November,New York,Restaurant,,,Norovirus genogroup I,,Confirmed,32,3,0
1998,November,New York,Restaurant,"Salad, Unspecified",,,,,23,0,0
1998,November,New York,Catering Service,,,,,,27,,
1998,November,New York,Restaurant,,,,,,19,2,0
1998,November,New York,Restaurant,"Ice; Pickles, Dill",,,,,13,0,0
1998,November,New York,Restaurant,,,,,,14,0,0
1998,November,Ohio,Restaurant,,,,,,3,2,0
1998,November,Ohio,Restaurant,,,,,,39,0,0
1998,November,Ohio,Private Home/Residence,,,Salmonella enterica,Typhimurium,Confirmed,12,,0
1998,November,Ohio,Restaurant,,,,,,5,1,0
1998,November,Ohio,Restaurant,,,,,,4,1,0
1998,November,Ohio,,,,,,,2,0,0
1998,November,Ohio,Catering Service,Macaroni And Cheese,,Staphylococcus aureus,,Confirmed,51,0,0
1998,November,Ohio,,"Sandwich, Chicken Salad",,,,,2,0,0
1998,November,Ohio,School/College/University,,,Norovirus genogroup I,,Confirmed,71,,
1998,November,Ohio,Restaurant,Green Onion/Scallion,,Hepatitis A,,Confirmed,42,13,0
1998,November,Ohio,,"Crackers, Animal",,,,,5,0,0
1998,November,Ohio,Restaurant,,,,,,3,0,0
1998,November,Ohio,Restaurant,"Pizza, Mushroom",,,,,4,0,0
1998,November,Ohio,School/College/University,,,,,,100,,
1998,November,Oregon,Private Home/Residence,"Turkey, Unspecified",,Salmonella enterica; Campylobacter jejuni,Typhimurium,Confirmed; Suspected,22,1,0
1998,November,Pennsylvania,Private Home/Residence,"Potato, Baked; Corn, Unspecified; Cake, Unspecified",,,,,6,0,0
1998,November,Pennsylvania,Restaurant,"Stuffing, Unspecified",,Salmonella enterica,Enteritidis,Confirmed,12,3,0
1998,November,Pennsylvania,Private Home/Residence,,,Staphylococcus aureus,,Confirmed,9,0,0
1998,November,Pennsylvania,Restaurant,,,,,,135,,
1998,November,Pennsylvania,School/College/University,,,Norovirus genogroup II,Unknown,Confirmed,65,0,0
1998,November,Washington,,"Fish, Ahi",,Scombroid toxin,,Confirmed,4,0,0
1998,November,Washington,Private Home/Residence,"Oysters, Unspecified",,Campylobacter jejuni,,Confirmed,2,0,0
1998,November,Washington,Restaurant,,,,,,3,,
1998,November,Washington,,Smoked Fish,,Salmonella enterica,Typhimurium,Confirmed,50,1,0
1998,November,Washington,Restaurant,,,,,,12,0,0
1998,November,Washington,Restaurant,,,,,,2,0,0
1998,November,Washington,School/College/University,,,,,,59,,
1998,November,West Virginia,Private Home/Residence,,,Salmonella enterica,Enteritidis,Confirmed,11,0,0
1998,November,Wisconsin,Private Home/Residence,"Turkey, Unspecified",,Salmonella enterica,Enteritidis,Confirmed,18,3,0
1998,November,Wisconsin,Religious Facility,"Ground Beef, Meatballs",,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,13,3,0
1998,December,Arkansas,,Unspecified Fish; French Fries; Hushpuppy,Water; Fin Fish; Sauces/ Dressings,,,,28,3,
1998,December,California,,,,,,,9,0,0
1998,December,California,Private Home/Residence,,,,,,13,0,0
1998,December,California,Restaurant,,,,,,15,0,0
1998,December,California,Restaurant,"Lamb, Other; Chicken, Curry",,,,,27,0,0
1998,December,California,Restaurant,,,Virus,,Suspected,28,0,0
1998,December,California,Private Home/Residence,"Turkey, Unspecified; Roast Beef, Unspecified; Ham, Unspecified",,,,,14,1,0
1998,December,California,Catering Service,"Cake, Cheese",,,,,24,0,0
1998,December,California,Catering Service,,,,,,13,0,0
1998,December,California,Restaurant,,,,,,6,0,0
1998,December,California,,,,,,,9,0,0
1998,December,Colorado,,"Hot Dog, Unspecified",,Listeria monocytogenes,,Confirmed,4,,
1998,December,Connecticut,Restaurant,,,,,,19,0,0
1998,December,Florida,Restaurant,"Mushrooms, Unspecified",,,,,2,,
1998,December,Florida,Restaurant,"Chicken, Buffalo Wings",,,,,2,0,0
1998,December,Florida,Restaurant,"Lobster, Unspecified; Shrimp, Unspecified",,Virus,,Suspected,3,0,0
1998,December,Florida,Restaurant,Multiple Foods,,,,,2,0,0
1998,December,Florida,Restaurant,"Ice Cream, Unspecified",,,,,2,0,0
1998,December,Florida,Restaurant,"Chicken, Nuggets/Fingers",,Shigella sonnei,,Suspected,2,1,0
1998,December,Florida,Restaurant,"Sandwich, Ham/Cheese",,,,,2,0,0
1998,December,Florida,Restaurant,"Steak, Prime Rib",,,,,4,0,0
1998,December,Florida,Private Home/Residence,"Seafood, Other; Shrimp, Unspecified; Salad, Unspecified",,,,,3,,
1998,December,Florida,Restaurant,"Pizza, Meat",,,,,6,0,0
1998,December,Florida,Restaurant,Multiple Foods,,,,,5,0,0
1998,December,Florida,Restaurant,"Steak, Other",,,,,2,2,0
1998,December,Florida,Private Home/Residence,"Chicken, Other",,,,,6,0,0
1998,December,Florida,Catering Service,"Pasta, Unspecified; Chicken, Marsala",,,,,8,0,0
1998,December,Florida,Restaurant,"Oysters, Unspecified; Mushrooms, Unspecified; Salad, Unspecified",,,,,2,0,0
1998,December,Florida,Restaurant,"Pizza, Cheese",,,,,2,0,0
1998,December,Florida,Restaurant,"Salad, Unspecified",,,,,3,0,0
1998,December,Florida,,"Lemonade, Unspecified",,,,,5,0,0
1998,December,Florida,Restaurant,"Condiment, Unspecified; Ground Beef, Hamburger",,,,,6,0,0
1998,December,Florida,Restaurant,"Ribs, Pork",,,,,2,0,0
1998,December,Florida,Restaurant,"Fried Onions/Onion Rings, Unspecified; Cake, Cheese",,,,,2,0,0
1998,December,Florida,School/College/University,"Pizza, Meat",,,,,28,0,0
1998,December,Guam,School/College/University,"Turkey, Unspecified",,,,,45,,
1998,December,Hawaii,Restaurant,"Fish, Ahi",,Scombroid toxin,,Confirmed,2,0,0
1998,December,Hawaii,Private Home/Residence,"Snapper, Unspecified",,Ciguatoxin,,Confirmed,2,1,0
1998,December,Hawaii,Restaurant,,,,,,2,0,0
1998,December,Hawaii,Restaurant,Rice,,,,,2,0,0
1998,December,Hawaii,Restaurant,"Rice, Fried Rice",,,,,4,0,0
1998,December,Hawaii,Private Home/Residence,Fish,,Chemical or toxin,,Confirmed,2,0,0
1998,December,Illinois,Restaurant,,,Norovirus genogroup II,Unknown,Confirmed,12,0,0
1998,December,Illinois,Restaurant,,,,,,2,0,0
1998,December,Illinois,Restaurant,,,,,,4,,
1998,December,Illinois,Restaurant,,,,,,10,0,0
1998,December,Illinois,Restaurant,,,,,,3,0,
1998,December,Indiana,Restaurant,"Sandwich, Submarine",,,,,26,0,0
1998,December,Kansas,,,,Clostridium perfringens,,Confirmed,60,0,0
1998,December,Louisiana,Private Home/Residence,,,Norovirus genogroup I,,Suspected,35,,
1998,December,Maine,Restaurant,Chicken Pot Pie,,Salmonella enterica,Muenchen,Confirmed,2,0,0
1998,December,Maine,Restaurant,"Chicken, Unspecified; Steak, Beef Tips; Gravy, Unspecified",,,,,35,0,0
1998,December,Maryland,Grocery Store,,,,,,3,0,0
1998,December,Maryland,Restaurant,"Clams, Raw; Oysters, Raw",,,,,3,0,0
1998,December,Maryland,Restaurant,,,,,,4,,
1998,December,Maryland,Restaurant,,,,,,2,,
1998,December,Maryland,School/College/University,"Ground Beef, Meatloaf",,,,,10,,
1998,December,Maryland,Restaurant,,,,,,3,,
1998,December,Maryland,Restaurant,,,,,,4,,
1998,December,Maryland,Restaurant,,,,,,2,,
1998,December,Maryland,Restaurant,,,,,,7,,
1998,December,Maryland,Restaurant,,,,,,2,,
1998,December,Massachusetts,Restaurant,,,,,,31,0,0
1998,December,Michigan,Restaurant,"Ground Beef, Hamburger; Chicken, Unspecified; French Fries",,,,,6,,
1998,December,Michigan,Restaurant,"Ground Beef, Hamburger",,,,,6,,
1998,December,Michigan,,"Ethnic Style, Unspecified",,,,,6,,
1998,December,Michigan,,"Ham, Unspecified",,,,,6,,
1998,December,Michigan,,"Rice, Unspecified; Chicken, Unspecified; Egg Rolls",,,,,6,,
1998,December,Michigan,Restaurant,"Chicken, Buffalo Wings",,,,,2,,
1998,December,Michigan,,"Chicken, Unspecified",,,,,4,,
1998,December,Michigan,Restaurant,"Pasta, Unspecified; Pizza, Unspecified",,,,,26,,
1998,December,Michigan,Restaurant,"Pizza, Unspecified",,,,,12,,
1998,December,Michigan,Restaurant,,,,,,10,,
1998,December,Michigan,Restaurant,,,,,,6,,0
1998,December,Michigan,Catering Service,"Macaroni And Cheese; Turkey, Unspecified",,,,,27,,
1998,December,Michigan,Restaurant,"Chicken, Unspecified",,,,,19,,
1998,December,Michigan,Restaurant,"Sandwich, Unspecified",,,,,4,,0
1998,December,Michigan,Restaurant,"Soup, Chicken",,,,,2,0,0
1998,December,Michigan,Restaurant,"Other Cheese, Unspecified",,,,,6,0,0
1998,December,Minnesota,Restaurant,"Butter; Cheese And Crackers; Bread, Unspecified",,Norovirus genogroup I,,Confirmed,25,0,0
1998,December,Minnesota,Restaurant,"Salad, Unspecified",,,,,10,0,0
1998,December,Minnesota,Restaurant,,,Salmonella enterica,Braenderup,Confirmed,9,0,0
1998,December,Mississippi,Restaurant,,,,,,5,,
1998,December,Multistate,Nursing Home/Assisted Living Facility,"Tomato, Unspecified",,Salmonella enterica,Baildon,Confirmed,86,16,3
1998,December,New York,Restaurant; Private Home/Residence,,,,,,4,0,0
1998,December,New York,,,,,,,8,0,0
1998,December,New York,Restaurant,"Salad, Unspecified",,,,,5,0,0
1998,December,New York,Restaurant,,,,,,12,0,0
1998,December,New York,Restaurant,"Turkey, Unspecified; Mayonnaise, Unspecified",,,,,15,0,0
1998,December,New York,Restaurant,,,,,,12,0,0
1998,December,New York,Restaurant,"Salad, Unspecified",,,,,8,,0
1998,December,New York,Restaurant,"Salad, Unspecified",,,,,23,,0
1998,December,New York,Restaurant,Macaroni Salad,,,,,45,0,0
1998,December,New York,Restaurant,,,,,,4,,
1998,December,New York,Restaurant,Chicken Salad,,,,,7,0,0
1998,December,North Carolina,,"Turkey, Bbq",,Clostridium perfringens,,Confirmed,46,,
1998,December,North Dakota,Restaurant,"Roast Beef, Unspecified",,Clostridium perfringens,,Confirmed,92,0,0
1998,December,Ohio,Restaurant,"Ethnic Style, Unspecified",,Norovirus genogroup II,Unknown,Confirmed,6,,
1998,December,Ohio,Restaurant,"Chicken, Nuggets/Fingers; French Fries; Lettuce-Based Salads Unspecified",,Norovirus genogroup II,Unknown,Confirmed,5,,
1998,December,Ohio,Restaurant,,,,,,2,0,0
1998,December,Ohio,Restaurant,"Chicken, Buffalo Wings",,Clostridium perfringens,,Suspected,2,0,0
1998,December,Ohio,Private Home/Residence,,,,,,5,,
1998,December,Ohio,School/College/University,Picadilla,,Clostridium perfringens,,Confirmed,300,0,0
1998,December,Ohio,Restaurant,,,,,,3,0,0
1998,December,Ohio,Restaurant,,,,,,2,2,0
1998,December,Ohio,Restaurant,,,Norovirus genogroup II,Unknown,Confirmed,18,0,0
1998,December,Ohio,Restaurant,,,,,,6,,0
1998,December,Ohio,Restaurant,,,,,,3,0,0
1998,December,Oregon,Restaurant,Unspecified Fish,Fin Fish,Scombroid toxin,,Confirmed,2,0,0
1998,December,Oregon,Fair/Festival,"Oysters, Raw",,Norovirus genogroup I,,Suspected,9,0,0
1998,December,Pennsylvania,Private Home/Residence,"Oysters, Unspecified; Eggs, Other",,Salmonella enterica,Enteritidis,Confirmed,7,0,0
1998,December,Pennsylvania,Private Home/Residence,"Eggs, Unspecified; Potato Stuffings",,Salmonella enterica,Enteritidis,Confirmed,21,7,0
1998,December,Pennsylvania,Private Home/Residence,Soup Unspecified,,Clostridium botulinum,,Confirmed,2,2,
1998,December,South Carolina,Restaurant,"Deli Meat, Sliced Ham; Deli Meat, Sliced Turkey",,Staphylococcus aureus,,Confirmed,35,,0
1998,December,South Carolina,Restaurant; Catering Service,"Pork, Bbq",,Staphylococcus aureus,,Confirmed,12,1,0
1998,December,Vermont,Restaurant,,,,,,33,,0
1998,December,Washington,Catering Service,"Beef, Unspecified",,,,,4,0,0
1998,December,Washington,Restaurant,,,,,,2,0,0
1998,December,West Virginia,,"Shrimp, Unspecified",,Bacillus cereus,,Confirmed,118,0,0
1998,December,Wisconsin,Restaurant,,,,,,12,0,0
1998,December,Wisconsin,Restaurant,,,Norovirus genogroup I,,Confirmed,6,0,0
1999,January,Alabama,Restaurant,,,,,,3,0,0
1999,January,California,Restaurant,"Chicken, Other",Chicken,Campylobacter jejuni,,Confirmed,13,1,0
1999,January,California,Restaurant,Eggs Benedict,Egg,Salmonella enterica,Enteritidis,Confirmed,3,0,0
1999,January,California,Restaurant,,,,,,9,0,0
1999,January,California,Restaurant,"Chile Relleno, Unspecified; Rice, Yellow",Egg; Egg,Salmonella enterica,Enteritidis,Confirmed,31,6,0
1999,January,California,Restaurant,,,,,,5,0,0
1999,January,California,Restaurant,,,Norovirus genogroup I,,Suspected,16,0,0
1999,January,California,Restaurant,"Lettuce, Unspecified; Salsa, Unspecified; Potato Chips",,Shigella boydii,,Confirmed,32,,0
1999,January,California,,,,,,,16,,
1999,January,California,Restaurant,"Chile Relleno, Unspecified; Eggs, Other",,Salmonella enterica,Enteritidis,Confirmed,2,1,0
1999,January,California,Restaurant,,,Staphylococcus aureus,,Suspected,4,0,0
1999,January,Colorado,Catering Service,"Burrito, Unspecified; Stew/Chili, Unspecified",Egg,Clostridium perfringens,,Confirmed,4,,
1999,January,Colorado,Restaurant,"Eggs, Over-Easy",,Salmonella enterica,Braenderup,Confirmed,3,,
1999,January,Colorado,,Clover Sprouts,,Salmonella enterica,Typhimurium,Confirmed,112,3,0
1999,January,Florida,Restaurant,"Pizza, Unspecified",,Staphylococcus aureus,,Suspected,16,,
1999,January,Florida,Restaurant,"Pork, Other",,,,,3,,
1999,January,Florida,Restaurant,"Chicken, Other; Unspecified Vegetables",,,,,4,0,0
1999,January,Florida,Restaurant,"Steak, Unspecified",,,,,2,,
1999,January,Florida,Private Home/Residence,"Fish, Baracuda",,Ciguatoxin,,Suspected,2,,
1999,January,Florida,Restaurant,"Scallops, Unspecified; Shrimp, Unspecified",Crustacean,Scombroid toxin,,Suspected,9,,
1999,January,Florida,Restaurant,,,,,,3,,
1999,January,Florida,Restaurant,"Conch, Unspecified; Rice",,,,,4,1,
1999,January,Florida,Restaurant,Milkshake,,,,,2,1,
1999,January,Florida,Restaurant,Unknown Fish,,,,,2,,
1999,January,Florida,Restaurant,"Oysters, Raw",,Vibrio cholerae,,Confirmed,2,,
1999,January,Florida,Restaurant,"Salmon, Unspecified",,,,,2,0,0
1999,January,Florida,Restaurant,"Ground Beef, Hamburger",,,,,3,,
1999,January,Florida,Private Home/Residence,Pasta Salad; Spinach Salad,,Norovirus genogroup I,,Suspected,9,,
1999,January,Florida,Restaurant,"Roast Beef, Unspecified",,,,,3,,
1999,January,Florida,Restaurant,Lobster Bisque,,,,,3,0,0
1999,January,Florida,Restaurant,"Sandwich, Beef",,Staphylococcus aureus,,Suspected,2,1,0
1999,January,Florida,Grocery Store,"Chicken, Unspecified",,Salmonella enterica,,Suspected,3,0,0
1999,January,Florida,,Unspecified Fish,,,,,2,0,0
1999,January,Hawaii,Restaurant,"Fish, Ahi",,Scombroid toxin,,Confirmed,4,0,0
1999,January,Hawaii,Private Home/Residence,"Fish, Papio",,Ciguatoxin,,Confirmed,3,,
1999,January,Illinois,Restaurant,"Chicken, Fried",,,,,15,0,0
1999,January,Illinois,Restaurant,,,,,,11,1,0
1999,January,Illinois,Restaurant,,,,,,10,0,0
1999,January,Illinois,Private Home/Residence,,,,,,7,0,0
1999,January,Illinois,Restaurant,"Potato, Unspecified",,,,,10,0,0
1999,January,Illinois,Restaurant,,,,,,16,0,0
1999,January,Illinois,Restaurant,,,,,,3,1,0
1999,January,Indiana,,,,Virus,,Suspected,57,0,0
1999,January,Iowa,Restaurant,,,Norovirus genogroup I,,Confirmed,12,0,0
1999,January,Maine,,,,,,,19,3,0
1999,January,Maryland,Restaurant,,,,,,5,0,0
1999,January,Maryland,Catering Service,"Peaches, Unspecified",,,,,2,1,0
1999,January,Maryland,Restaurant,,,,,,13,0,0
1999,January,Maryland,Restaurant,,,,,,2,,
1999,January,Maryland,Restaurant,,,,,,2,0,0
1999,January,Maryland,Restaurant,,,,,,4,0,0
1999,January,Maryland,Private Home/Residence,,,,,,2,0,0
1999,January,Massachusetts,Office/Indoor Workplace,,,,,,14,1,
1999,January,Michigan,Restaurant,,,,,,19,,0
1999,January,Minnesota,Restaurant; Catering Service,"Burrito, Chicken; Enchilada, Chicken",Chicken; Chicken,Clostridium perfringens,,Suspected,20,0,0
1999,January,Minnesota,Restaurant,,,Norovirus genogroup I,,Suspected,15,0,0
1999,January,Multistate,,Alfalfa Sprouts,,Salmonella enterica,Mbandaka,Confirmed,83,9,0
1999,January,New Hampshire,Nursing Home/Assisted Living Facility,,,Norovirus genogroup I,,Suspected,46,,
1999,January,New Hampshire,Restaurant,,,,,,3,7,0
1999,January,New York,Restaurant,"Bread, Unspecified",,,,,9,,
1999,January,New York,Restaurant,"Ground Beef, Meatloaf",,Clostridium perfringens,,Confirmed,3,1,1
1999,January,Ohio,,"Tea, Unspecified",,Chemical or toxin,,Suspected,4,,
1999,January,Ohio,Restaurant,"Shrimp Dishes Unspecified; Fried Rice, Unspecified",,,,,4,0,0
1999,January,Ohio,Restaurant,"Chicken, Buffalo Wings",,,,,4,,
1999,January,Ohio,Restaurant,,,,,,4,,
1999,January,Ohio,Restaurant,Vegetable Fried Rice,,,,,4,,
1999,January,Ohio,Restaurant,,,,,,2,,
1999,January,Oregon,Private Home/Residence,Potato Salad,,Norovirus genogroup I,,Confirmed,11,0,0
1999,January,Virginia,Restaurant,"Salad, Unspecified",,Norovirus genogroup I,,Suspected,25,,
1999,January,Washington,Restaurant,"Ethnic Style, Unspecified",,,,,8,,
1999,January,Washington,Restaurant,"Beef, Unspecified",,,,,3,0,
1999,January,Washington,Restaurant,"Ham, Unspecified",,Staphylococcus aureus,,Suspected,3,,
1999,January,Washington,Restaurant,Unspecified Fruit,,Norovirus genogroup I,,Suspected,27,,
1999,January,Washington,Restaurant,"Egg Rolls; Fried Rice, Unspecified; Seafood, Unspecified",,,,,2,0,
1999,January,Washington,,"Sauces, Unspecified; Salmon, Unspecified",,Bacillus cereus,,Suspected,61,,
1999,January,Wisconsin,Restaurant,,,,,,15,0,0
1999,February,Alabama,Catering Service,,,,,,7,,
1999,February,Alabama,Restaurant,,,,,,3,0,0
1999,February,California,Private Home/Residence,"Fish, White",Fin Fish,Anisakis,,Confirmed,14,0,0
1999,February,California,Restaurant,,,Virus,,Suspected,21,0,0
1999,February,California,Restaurant,"Chicken, Unspecified",,,,,9,0,0
1999,February,California,,,,,,,5,0,0
1999,February,California,Restaurant,,,Virus,,Suspected,17,0,0
1999,February,California,Private Home/Residence,,,Norovirus genogroup I,,Suspected,17,0,0
1999,February,Florida,,"Orange Juice, Unpasteurized",,Salmonella enterica,Anatum,Confirmed,10,0,0
1999,February,Florida,Restaurant,"Ethnic Style, Unspecified",,Campylobacter other,,Suspected,2,0,0
1999,February,Florida,Restaurant,"Rice, White; Beef, Stew; Plantains, Unspecified",,Clostridium perfringens,,Suspected,18,0,
1999,February,Florida,Restaurant,"Chicken, Buffalo Wings",,Staphylococcus aureus,,Confirmed,3,0,0
1999,February,Florida,Restaurant; Private Home/Residence,Mamey Shake,,Salmonella enterica,Typhi,Confirmed,16,14,0
1999,February,Florida,Restaurant,"Lemonade, Unspecified",,,,,3,0,0
1999,February,Florida,Restaurant,"Chicken, Unspecified; Fried Rice, Unspecified",,,,,4,0,0
1999,February,Florida,Restaurant,"Pizza, Cheese",,,,,4,,
1999,February,Florida,Restaurant,Chicken Salad,,Salmonella enterica,,Suspected,3,,
1999,February,Florida,Restaurant,"Ground Beef, Hamburger",,Staphylococcus aureus,,Suspected,2,,
1999,February,Florida,Restaurant,"Rice; Beans, Unspecified",,Staphylococcus aureus,,Suspected,3,,
1999,February,Florida,Restaurant,"Coleslaw; Potato, Unspecified",,,,,2,,
1999,February,Florida,Restaurant,"Pizza, Meat",,Staphylococcus aureus,,Suspected,4,0,0
1999,February,Florida,Restaurant,"Sandwich, Other Specialty",,Hepatitis A,,Confirmed,20,,
1999,February,Florida,Restaurant,,,,,,2,1,0
1999,February,Florida,Restaurant,,,,,,2,0,0
1999,February,Florida,Restaurant,"Deli Meat, Pastrami; Deli Meat, Sliced Roast Beef; Sandwich, Corned Beef",,,,,6,0,0
1999,February,Florida,Restaurant,"Salmon, Unspecified",,Scombroid toxin,,Suspected,2,0,0
1999,February,Florida,Restaurant,"Pizza, Meat",,Staphylococcus aureus,,Suspected,3,,
1999,February,Florida,Restaurant,Milkshake,,Staphylococcus aureus,,Suspected,2,,
1999,February,Florida,Restaurant,"Pizza, Meat",,,,,4,,
1999,February,Florida,Restaurant,"Potato, Unspecified",,,,,6,0,0
1999,February,Florida,Grocery Store,"Crab, Unspecified",,,,,2,0,0
1999,February,Florida,Restaurant,"Pasta, Unspecified",,Bacillus cereus,,Suspected,2,0,0
1999,February,Florida,Restaurant,,,,,,13,0,0
1999,February,Florida,Restaurant,Black Beans,,,,,3,0,0
1999,February,Florida,,"Onion, Unspecified",,Bacillus cereus,,Suspected,3,0,0
1999,February,Hawaii,,"Fish, Mahi Mahi",,Scombroid toxin,,Confirmed,4,0,0
